fold,date,close,directive,position_pct,conviction,agreement,trap_flagged,forecast_7d_pct,signal_to_noise,volatility_regime,sentiment,fear_greed,realised_7d_pct,forecast_correct,strategy_return_pct
covid_2020,2020-02-25,3128.2099609375,HOLD,0.0,0.5,sentiment_neutral,False,0.10231733322143555,0.02993448386431235,high,-0.20515571534633636,44.9,-3.390034601829406,False,-0.0
covid_2020,2020-02-28,2954.219970703125,HOLD,0.0,0.5,conflicting,True,0.2776145935058594,0.06678447077441212,high,-0.35239315032958984,20.2,-2.46703533997481,False,-0.0
covid_2020,2020-03-04,3130.1201171875,HOLD,0.0,0.5,sentiment_neutral,False,0.1508951187133789,0.026106037103184376,high,-0.0841917097568512,18.2,-14.374642486872347,False,-0.0
covid_2020,2020-03-09,2746.56005859375,HOLD,0.0,0.5,aligned,False,-0.01932978630065918,0.002606641079274037,high,-0.5019146800041199,10.9,-13.567244300518944,True,-0.0
covid_2020,2020-03-12,2480.639892578125,HOLD,0.0,0.5,aligned,False,-0.17548203468322754,0.017688400159023832,high,-0.4515925645828247,7.2,-10.32021143125128,True,-0.0
covid_2020,2020-03-17,2529.18994140625,HOLD,0.0,0.5,aligned,False,-0.34037232398986816,0.02392621360030118,high,-0.5016623735427856,1.2,3.9111417588409303,False,0.0
covid_2020,2020-03-20,2304.919921875,HOLD,0.0,0.5,aligned,False,-0.38442015647888184,0.02655804889877387,high,-0.3847328722476959,0.2,11.45209872433881,False,0.0
covid_2020,2020-03-25,2475.56005859375,HOLD,0.0,0.5,sentiment_neutral,False,-0.3482818603515625,0.022002462231392236,high,-0.12984120845794678,1.2,0.5273698812407801,False,0.0
covid_2020,2020-03-30,2626.64990234375,HOLD,0.0,0.5,sentiment_neutral,False,-0.21057724952697754,0.013007953215513977,high,-0.13086268305778503,4.2,4.588439899756569,False,0.0
covid_2020,2020-04-02,2526.89990234375,HOLD,0.0,0.5,sentiment_neutral,False,-0.1432657241821289,0.008925254577664096,high,0.19814474880695343,4.0,11.894238589313755,False,0.0
covid_2020,2020-04-07,2659.409912109375,HOLD,0.0,0.5,conflicting,True,-0.03895759582519531,0.002475619093702964,high,0.39600828289985657,10.1,7.779537881110787,False,0.0
covid_2020,2020-04-13,2761.6298828125,HOLD,0.0,0.5,sentiment_neutral,False,-0.089263916015625,0.0066731234552791325,high,-0.23019149899482727,13.5,1.355193649125841,False,0.0
covid_2020,2020-04-16,2799.550048828125,HOLD,0.0,0.5,sentiment_neutral,False,0.13576745986938477,0.013791038668113424,high,-0.24827224016189575,23.8,2.780366284015834,True,0.0
covid_2020,2020-04-21,2736.56005859375,HOLD,0.0,0.5,conflicting,True,0.24853944778442383,0.02610677236997796,high,-0.5400403141975403,23.6,6.228608220605114,True,0.0
covid_2020,2020-04-24,2836.739990234375,HOLD,0.0,0.5,sentiment_neutral,False,0.19844770431518555,0.02651245044256493,high,0.10319465398788452,32.4,1.1112805479124077,True,0.0
covid_2020,2020-04-29,2939.510009765625,HOLD,0.0,0.5,aligned,False,0.3305196762084961,0.04762511664752909,high,0.6859131455421448,55.7,-0.330872613612776,False,-0.0
covid_2020,2020-05-04,2842.739990234375,HOLD,0.0,0.5,sentiment_neutral,False,0.2723574638366699,0.04249534972021368,high,0.061426687985658646,56.2,-0.8031487410683269,False,-0.0
covid_2020,2020-05-07,2881.18994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.30078887939453125,0.06173841810003534,high,0.027616629377007484,54.9,2.4926303813557205,True,0.0
covid_2020,2020-05-12,2870.1201171875,HOLD,0.0,0.5,sentiment_neutral,False,0.5932211875915527,0.12575679208891458,high,0.002539023756980896,61.2,2.6946079745450824,True,0.0
covid_2020,2020-05-15,2863.699951171875,BUY,48.6,0.81,aligned,False,0.7981300354003906,0.18112067549587235,normal,0.2891799509525299,68.2,5.846916156052373,True,2.8416012518414533
covid_2020,2020-05-20,2971.610107421875,BUY,43.1,0.718,sentiment_neutral,False,0.8869409561157227,0.21478242630095604,normal,0.11688950657844543,70.2,2.7914580594385896,True,1.2031184236180321
covid_2020,2020-05-26,2991.77001953125,BUY,46.3,0.772,sentiment_neutral,False,1.0084033012390137,0.24647497817623434,normal,0.041523151099681854,69.3,3.951290720742051,True,1.8294476037035696
covid_2020,2020-05-29,3044.31005859375,BUY,54.8,0.913,aligned,False,0.9211421012878418,0.24109083853223812,normal,0.2922699749469757,64.3,5.211773129743769,True,2.856051675099585
covid_2020,2020-06-03,3122.8701171875,BUY,51.6,0.861,sentiment_neutral,False,1.0010838508605957,0.29839801274105526,normal,0.1804361641407013,66.5,-2.646412540214804,False,-1.365548870750839
covid_2020,2020-06-08,3232.389892578125,HOLD,0.0,0.5,conflicting,True,0.9891748428344727,0.2838040114342262,normal,-0.26810479164123535,66.8,-3.747748809372453,False,-0.0
covid_2020,2020-06-11,3002.10009765625,BUY,19.8,0.661,sentiment_neutral,False,0.8968591690063477,0.18152431287173462,high,0.013993906788527966,59.4,3.7834827192254394,True,0.7491295784066371
covid_2020,2020-06-16,3124.739990234375,BUY,42.2,0.703,sentiment_neutral,False,0.9826540946960449,0.2065283886454922,normal,0.08354075998067856,54.1,-1.320144177380378,False,-0.5571008428545196
covid_2020,2020-06-19,3097.739990234375,BUY,39.2,0.654,sentiment_neutral,False,0.8191823959350586,0.17749472187127788,normal,0.06510519981384277,55.0,0.08228578951552379,True,0.032256029490085325
covid_2020,2020-06-24,3050.330078125,BUY,40.0,0.666,sentiment_neutral,False,0.8882045745849609,0.1846902724903327,normal,-0.13180069625377655,65.2,4.154332628752577,True,1.661733051501031
covid_2020,2020-06-29,3053.239990234375,HOLD,0.0,0.5,sentiment_neutral,False,0.873410701751709,0.16993686922540358,high,0.16368362307548523,57.4,3.1849731638198264,True,0.0
covid_2020,2020-07-02,3130.010009765625,HOLD,0.0,0.5,sentiment_neutral,False,0.8513927459716797,0.16546981242343198,high,0.19616161286830902,64.9,2.133931289104396,True,0.0
covid_2020,2020-07-08,3169.93994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.8384466171264648,0.16833226429078052,normal,0.12974604964256287,64.9,1.7136577974916634,True,0.0
covid_2020,2020-07-13,3155.219970703125,HOLD,0.0,0.5,conflicting,True,0.8573055267333984,0.25725171146577364,normal,-0.38595283031463623,69.6,3.7571062076899864,True,0.0
covid_2020,2020-07-16,3215.570068359375,BUY,46.0,0.766,sentiment_neutral,False,0.7897496223449707,0.24302552543465686,normal,0.057980015873909,76.7,0.7386530156717086,True,0.33978038720898596
covid_2020,2020-07-21,3257.300048828125,BUY,43.5,0.726,sentiment_neutral,False,0.7086873054504395,0.21950373346406377,normal,0.1030479446053505,77.9,-0.34074128509260504,False,-0.1482224590152832
covid_2020,2020-07-24,3215.6298828125,BUY,46.3,0.771,sentiment_neutral,False,0.7072567939758301,0.24625358440654496,normal,-0.12250053882598877,82.6,2.786999692379233,True,1.2903808575715847
covid_2020,2020-07-29,3258.43994140625,HOLD,0.0,0.5,conflicting,True,0.5099654197692871,0.2242255407299243,normal,-0.5226827263832092,68.5,2.809383589535308,True,0.0
covid_2020,2020-08-03,3294.610107421875,BUY,57.0,0.95,aligned,False,0.5771517753601074,0.26427420523190037,normal,0.48081275820732117,75.3,2.5691450917900482,True,1.4644127023203273
covid_2020,2020-08-06,3349.159912109375,BUY,57.0,0.95,sentiment_neutral,False,0.7967472076416016,0.4036359811121761,normal,-0.08971858024597168,68.5,0.9754748870573593,True,0.5560206856226948
covid_2020,2020-08-11,3333.68994140625,BUY,53.1,0.885,sentiment_neutral,False,0.5541324615478516,0.3127193030795078,normal,0.21215538680553436,86.4,1.5424781571582002,True,0.8190559014510044
covid_2020,2020-08-14,3372.85009765625,HOLD,0.0,0.5,conflicting,True,0.4127979278564453,0.22249164803636404,normal,-0.4452489912509918,73.4,2.0765164443819373,True,0.0
covid_2020,2020-08-19,3374.85009765625,BUY,41.9,0.698,sentiment_neutral,False,0.3734111785888672,0.20311566021638355,normal,-0.048466283828020096,71.3,3.8698020087982954,True,1.6214470416864857
covid_2020,2020-08-24,3431.280029296875,BUY,43.5,0.726,sentiment_neutral,False,0.34525394439697266,0.21957261861107366,normal,0.07206413149833679,74.3,4.266405636082915,True,1.855886451696068
covid_2020,2020-08-27,3484.550048828125,BUY,45.7,0.761,sentiment_neutral,False,0.3245353698730469,0.24022394337180475,normal,0.10683906078338623,70.8,-4.48141947442906,False,-2.0480086998140807
covid_2020,2020-09-01,3526.64990234375,BUY,57.0,0.95,sentiment_neutral,False,0.5580544471740723,0.4023699724878166,normal,0.17469124495983124,64.7,-5.4087208944185505,False,-3.0829709098185734
covid_2020,2020-09-04,3426.9599609375,HOLD,0.0,0.5,conflicting,True,0.7118344306945801,0.25002099728550525,normal,-0.45769548416137695,56.2,-1.217491012822336,False,-0.0
covid_2020,2020-09-10,3339.18994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.44242143630981445,0.1239547846370061,normal,-0.0639183297753334,31.7,-1.756168628222099,False,-0.0
covid_2020,2020-09-15,3401.199951171875,HOLD,0.0,0.5,sentiment_neutral,False,0.5064845085144043,0.13830950711247267,normal,0.04666399955749512,55.8,-4.652305435720017,False,-0.0
covid_2020,2020-09-18,3319.469970703125,HOLD,0.0,0.5,sentiment_neutral,False,0.559389591217041,0.14937360082260617,normal,-0.10244397073984146,59.3,0.48084673849313475,True,0.0
covid_2020,2020-09-23,3236.919921875,HOLD,0.0,0.5,sentiment_neutral,False,0.3109931945800781,0.07785344965115892,normal,-0.22551803290843964,31.1,3.386633319453125,True,0.0
covid_2020,2020-09-28,3351.60009765625,HOLD,0.0,0.5,aligned,False,0.38889646530151367,0.09263747150772272,normal,0.44239410758018494,37.5,2.0038904947478287,True,0.0
covid_2020,2020-10-01,3380.800048828125,HOLD,0.0,0.5,sentiment_neutral,False,0.427091121673584,0.10434287610194537,normal,-0.13805662095546722,32.5,4.438023375319489,True,0.0
covid_2020,2020-10-06,3360.969970703125,HOLD,0.0,0.5,conflicting,True,0.343477725982666,0.10036128809054698,normal,-0.5715133547782898,52.6,3.5762014776752338,True,0.0
covid_2020,2020-10-09,3477.139892578125,HOLD,0.0,0.5,aligned,False,0.4006385803222656,0.12411645443503445,normal,0.8289687037467957,76.6,-0.983201480742224,False,-0.0
covid_2020,2020-10-14,3488.669921875,HOLD,0.0,0.5,sentiment_neutral,False,0.30957460403442383,0.09306588075672542,normal,-0.06180452182888985,55.9,-0.6695402940213313,False,-0.0
covid_2020,2020-10-19,3426.919921875,HOLD,0.0,0.5,sentiment_neutral,False,0.16349554061889648,0.05007102556965116,normal,-0.07933393120765686,44.5,-4.655694681203393,False,-0.0
covid_2020,2020-10-22,3453.489990234375,HOLD,0.0,0.5,sentiment_neutral,False,0.1315593719482422,0.04666672750418142,normal,-0.05795421078801155,63.7,-4.23646197386276,False,-0.0
covid_2020,2020-10-27,3390.679931640625,HOLD,0.0,0.5,sentiment_neutral,False,0.04099607467651367,0.014473372212821469,normal,0.13219112157821655,54.9,3.4713749392622617,True,0.0
covid_2020,2020-10-30,3269.9599609375,HOLD,0.0,0.5,sentiment_neutral,False,-0.03275275230407715,0.009049316727207506,normal,0.0004031956195831299,36.6,8.090992294656552,False,0.0
covid_2020,2020-11-04,3443.43994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.08678436279296875,0.02348878632953521,normal,0.07487045228481293,51.2,4.032933223902013,True,0.0
covid_2020,2020-11-09,3550.5,HOLD,0.0,0.5,sentiment_neutral,False,0.0760793685913086,0.020311540731885937,normal,0.18014924228191376,38.8,0.48579287920524905,True,0.0
covid_2020,2020-11-12,3537.010009765625,HOLD,0.0,0.5,sentiment_neutral,False,0.07045269012451172,0.01865449007595223,normal,-0.00219065323472023,53.8,1.1407673696661291,True,0.0
covid_2020,2020-11-17,3609.530029296875,HOLD,0.0,0.5,sentiment_neutral,False,0.1381397247314453,0.0368301732709661,normal,0.1317969113588333,80.8,0.7952730936606756,True,0.0
covid_2020,2020-11-20,3557.5400390625,HOLD,0.0,0.5,sentiment_neutral,False,0.191497802734375,0.049582022842538334,normal,0.11367147415876389,83.0,3.08525678194993,True,0.0
covid_2020,2020-11-25,3629.64990234375,BUY,45.3,0.756,sentiment_neutral,False,0.6721138954162598,0.2370845296669895,normal,0.03129150718450546,94.0,1.702127377505569,True,0.7710637020100227
covid_2020,2020-12-01,3662.449951171875,BUY,53.7,0.895,sentiment_neutral,False,0.8484482765197754,0.3186733221027208,normal,-0.03419996425509453,97.9,0.15415344184592783,True,0.08278039827126325
covid_2020,2020-12-04,3699.1201171875,BUY,54.6,0.909,sentiment_neutral,False,0.693047046661377,0.32677811195564865,normal,0.13039030134677887,99.0,-0.12172460521977513,False,-0.06646163444999723
covid_2020,2020-12-09,3672.820068359375,BUY,56.4,0.941,sentiment_neutral,False,0.7358431816101074,0.3451701099335588,normal,0.2229699343442917,99.7,0.9913032642225872,True,0.5590950410215392
covid_2020,2020-12-14,3647.489990234375,BUY,57.0,0.95,sentiment_neutral,False,0.9291768074035645,0.4936054958662103,low,-0.045621588826179504,96.5,1.1589913592514378,True,0.6606250747733194
covid_2020,2020-12-17,3722.47998046875,BUY,57.0,0.95,aligned,False,0.8311629295349121,0.48564093631736016,low,0.3770618438720703,99.0,0.12242558316089003,True,0.06978258240170732
bull_2021,2021-01-04,3700.64990234375,BUY,57.0,0.95,sentiment_neutral,False,0.9451746940612793,0.5644857688948691,low,-0.13638538122177124,92.4,2.9078763067778013,True,1.6574894948633465
bull_2021,2021-01-07,3803.7900390625,BUY,57.0,0.95,sentiment_neutral,False,0.6760478019714355,0.36344107441192547,low,0.0707167461514473,84.6,-0.12837880370693,False,-0.0731759181129501
bull_2021,2021-01-12,3801.18994140625,HOLD,0.0,0.5,conflicting,True,0.6064295768737793,0.3304483433360502,low,-0.4107857644557953,69.0,1.054093803035272,True,0.0
bull_2021,2021-01-15,3768.25,BUY,57.0,0.95,sentiment_neutral,False,0.6628513336181641,0.37447586768688357,low,-0.19484619796276093,50.2,-0.464954526358774,False,-0.2650240800245012
bull_2021,2021-01-21,3853.070068359375,BUY,57.0,0.95,sentiment_neutral,False,0.7471799850463867,0.39415392924066556,low,0.2009432464838028,47.2,-2.0771872078528375,False,-1.1839967084761174
bull_2021,2021-01-26,3849.6201171875,BUY,57.0,0.95,sentiment_neutral,False,0.7409334182739258,0.38700724157151145,low,-0.1378297060728073,39.9,0.5729543306124185,True,0.3265839684490785
bull_2021,2021-01-29,3714.239990234375,BUY,45.1,0.751,sentiment_neutral,False,0.6579279899597168,0.23441367889209339,normal,0.23857994377613068,39.3,5.16778189705871,True,2.330669635573478
bull_2021,2021-02-03,3830.169921875,HOLD,0.0,0.5,conflicting,True,0.9466886520385742,0.32990344160381235,normal,-0.28064826130867004,53.7,2.695853052461139,True,0.0
bull_2021,2021-02-08,3915.590087890625,BUY,47.4,0.791,sentiment_neutral,False,0.7249355316162109,0.2575017415389389,normal,0.0087809469550848,57.0,-0.0413846294938125,False,-0.019616314380067123
bull_2021,2021-02-11,3916.3798828125,BUY,46.5,0.776,sentiment_neutral,False,0.691378116607666,0.24877743256031357,normal,0.18524014949798584,68.2,-0.8979513543263096,False,-0.41754737976173395
bull_2021,2021-02-17,3931.330078125,BUY,49.8,0.829,sentiment_neutral,False,0.7537961006164551,0.2800616776554561,normal,0.18365716934204102,80.7,-3.10468556520771,False,-1.5461334114734395
bull_2021,2021-02-22,3876.5,BUY,52.0,0.867,sentiment_neutral,False,0.8000731468200684,0.30212247668271613,normal,0.06973076611757278,61.6,-1.4755570844075194,False,-0.7672896838919101
bull_2021,2021-02-25,3829.340087890625,BUY,57.0,0.95,sentiment_neutral,False,1.1882781982421875,0.44477332592721686,normal,-0.1133246123790741,90.3,-0.2088698652121579,False,-0.11905582317092998
bull_2021,2021-03-02,3870.2900390625,BUY,57.0,0.95,sentiment_neutral,False,1.075756549835205,0.41315513804085896,normal,0.06338918209075928,88.7,1.7683769171068064,True,1.0079748427508797
bull_2021,2021-03-05,3841.93994140625,BUY,56.4,0.94,sentiment_neutral,False,1.001882553100586,0.3449854211130897,normal,-0.24765531718730927,92.5,3.095069267989814,True,1.7456190671462548
bull_2021,2021-03-10,3898.81005859375,BUY,46.4,0.773,sentiment_neutral,False,0.7473230361938477,0.24705812730999602,normal,-0.029350221157073975,87.3,0.36585302994627256,True,0.16975580589507044
bull_2021,2021-03-15,3968.93994140625,HOLD,0.0,0.5,aligned,False,0.35278797149658203,0.11387251126702568,normal,0.254900187253952,92.2,-2.031101588947948,False,-0.0
bull_2021,2021-03-18,3915.4599609375,HOLD,0.0,0.5,sentiment_neutral,False,0.563812255859375,0.17489454296215076,normal,-0.0175173282623291,91.3,1.4107828969963876,True,0.0
bull_2021,2021-03-23,3910.52001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.1342177391052246,0.04134245589943464,normal,-0.028339233249425888,77.5,2.757923047515476,True,0.0
bull_2021,2021-03-26,3974.5400390625,HOLD,0.0,0.5,sentiment_neutral,False,0.49571990966796875,0.16881094484018405,normal,0.1242850199341774,49.9,2.617569350361215,True,0.0
bull_2021,2021-03-31,3972.889892578125,BUY,50.1,0.835,sentiment_neutral,False,0.6848692893981934,0.2835378731024025,normal,0.061490338295698166,46.4,3.829689994876695,True,1.9186746874332241
bull_2021,2021-04-06,4073.93994140625,BUY,57.0,0.95,aligned,False,0.5771875381469727,0.27263462969370544,normal,0.3859865665435791,58.1,2.340615565709925,True,1.334150872454657
bull_2021,2021-04-09,4128.7998046875,BUY,53.3,0.888,sentiment_neutral,False,0.61798095703125,0.31428247483594896,low,0.1898881494998932,73.7,0.14860433743937307,True,0.07920611185518583
bull_2021,2021-04-14,4124.66015625,BUY,57.0,0.95,sentiment_neutral,False,0.9003520011901855,0.4552117101253597,normal,0.2305193543434143,81.1,1.3368266847631816,True,0.7619912103150134
bull_2021,2021-04-19,4163.259765625,BUY,57.0,0.95,sentiment_neutral,False,0.7981061935424805,0.442420694817671,low,-0.07615188509225845,82.1,0.47733999454937504,True,0.27208379689314377
bull_2021,2021-04-22,4134.97998046875,BUY,57.0,0.95,aligned,False,1.1401772499084473,0.6038434064886093,low,0.5131314396858215,90.4,1.3852927660368053,True,0.7896168766409789
bull_2021,2021-04-27,4186.72021484375,BUY,57.0,0.95,aligned,False,0.9435415267944336,0.5373114723465966,low,0.3504214882850647,97.0,0.35525306375969734,True,0.20249424634302746
bull_2021,2021-04-30,4181.169921875,BUY,57.0,0.95,sentiment_neutral,False,0.8252739906311035,0.47012671740710626,low,0.012784731574356556,89.3,-0.6976839120321543,False,-0.3976798298583279
bull_2021,2021-05-05,4167.58984375,BUY,57.0,0.95,sentiment_neutral,False,0.7730007171630859,0.46957764755222836,low,0.13194376230239868,92.3,0.15010010563134557,True,0.08555706020986696
bull_2021,2021-05-10,4188.43017578125,BUY,54.4,0.907,sentiment_neutral,False,0.5925416946411133,0.32526392456058567,low,-0.1745757758617401,68.4,-1.7521891737739992,False,-0.9531909105330556
bull_2021,2021-05-13,4112.5,BUY,51.8,0.863,sentiment_neutral,False,0.691831111907959,0.29987585957568924,normal,-0.09734291583299637,56.8,2.0350734924722502,True,1.0541680691006257
bull_2021,2021-05-18,4127.830078125,BUY,57.0,0.95,sentiment_neutral,False,1.0135173797607422,0.4091790136632705,normal,-0.1276922971010208,50.8,1.7542135168739037,True,0.999901704618125
bull_2021,2021-05-21,4155.85986328125,HOLD,0.0,0.5,conflicting,True,1.1469841003417969,0.48893556659631277,normal,-0.2958464026451111,28.4,1.2496666452019412,True,0.0
bull_2021,2021-05-26,4195.990234375,BUY,57.0,0.95,sentiment_neutral,False,1.0520339012145996,0.43380732361593993,normal,-0.0836142748594284,17.0,0.7249600878566298,True,0.41322725007827893
bull_2021,2021-06-01,4202.0400390625,BUY,56.0,0.933,sentiment_neutral,False,0.7994532585144043,0.3407993494289531,normal,0.15866370499134064,24.5,0.8799764829735324,True,0.4927868304651782
bull_2021,2021-06-04,4229.89013671875,BUY,54.9,0.915,sentiment_neutral,False,0.7695198059082031,0.33035441507219543,normal,0.07571499794721603,34.9,0.3940250829534975,True,0.21631977054147009
bull_2021,2021-06-09,4219.5498046875,BUY,57.0,0.95,aligned,False,0.8257746696472168,0.38852834610682835,normal,0.2960260212421417,62.0,-1.2664039837851249,False,-0.7218502707575211
bull_2021,2021-06-14,4255.14990234375,BUY,57.0,0.95,sentiment_neutral,False,1.0396838188171387,0.8425481394546336,low,0.05276587978005409,80.6,-0.31328905595984224,False,-0.17857476189711005
bull_2021,2021-06-17,4221.85986328125,BUY,57.0,0.95,sentiment_neutral,False,0.8470654487609863,0.7517165620707015,low,-0.24274976551532745,63.4,1.6153125256453293,True,0.9207281396178376
bull_2021,2021-06-22,4246.43994140625,BUY,57.0,0.95,sentiment_neutral,False,0.7676959037780762,0.5363176547799856,low,0.052876703441143036,79.5,1.7160528650276063,True,0.9781501330657355
bull_2021,2021-06-25,4280.7001953125,BUY,54.4,0.907,sentiment_neutral,False,0.4765510559082031,0.3255320285947504,low,-0.0862378180027008,63.5,1.792644613665395,True,0.975198669833975
bull_2021,2021-06-30,4297.5,BUY,57.0,0.95,aligned,False,0.6301164627075195,0.43047353098177993,low,0.250110387802124,81.8,2.007175869903932,True,1.1440902458452413
bull_2021,2021-07-06,4343.5400390625,BUY,57.0,0.95,aligned,False,0.6826162338256836,0.4743021922769555,low,0.8369067907333374,97.6,0.3789195963673109,True,0.21598416992936717
bull_2021,2021-07-09,4369.5498046875,HOLD,0.0,0.5,conflicting,True,0.6844401359558105,0.4146160128750723,low,-0.9156520366668701,78.4,-1.0696485884846396,False,-0.0
bull_2021,2021-07-14,4374.2998046875,BUY,57.0,0.95,sentiment_neutral,False,0.6821513175964355,0.40870137706294274,low,-0.17878977954387665,74.3,0.8534049292899581,True,0.4864408096952761
bull_2021,2021-07-19,4258.490234375,BUY,57.0,0.95,sentiment_neutral,False,0.833594799041748,0.45878791884308107,normal,-0.14552493393421173,84.4,3.2835323571440256,True,1.8716134435720944
bull_2021,2021-07-22,4367.47998046875,BUY,57.0,0.95,sentiment_neutral,False,0.7218122482299805,0.38489749357144487,normal,-0.13737457990646362,88.1,0.4495949262205201,True,0.25626910794569646
bull_2021,2021-07-27,4401.4599609375,BUY,57.0,0.95,aligned,False,0.7093906402587891,0.36161799739313044,normal,0.3624364733695984,93.2,0.6260130003440167,True,0.3568274101960895
bull_2021,2021-07-30,4395.259765625,BUY,53.1,0.886,sentiment_neutral,False,0.6245136260986328,0.3130513709536479,normal,-0.07364238798618317,58.8,0.9395492235418246,True,0.49890063770070886
bull_2021,2021-08-04,4402.66015625,BUY,57.0,0.95,sentiment_neutral,False,0.7700204849243164,0.38068640065269294,normal,-0.09079653769731522,25.8,1.4731942002274678,True,0.8397206941296566
bull_2021,2021-08-09,4432.35009765625,BUY,57.0,0.95,aligned,False,0.7819056510925293,0.4206567028602704,normal,0.25811341404914856,46.8,-0.726403236211759,False,-0.41404984464070255
bull_2021,2021-08-12,4460.830078125,BUY,57.0,0.95,sentiment_neutral,False,0.9605884552001953,0.5238077562279506,normal,0.0,62.2,0.41832173618363555,True,0.23844338962467224
bull_2021,2021-08-17,4448.080078125,BUY,57.0,0.95,sentiment_neutral,False,0.9845256805419922,0.7930567890332564,low,-0.1118878424167633,45.3,0.49158486636660115,True,0.28020337382896265
bull_2021,2021-08-20,4441.669921875,HOLD,0.0,0.5,conflicting,True,0.9945154190063477,0.7578240038026707,low,-0.4873054325580597,28.0,1.8074363093456114,True,0.0
bull_2021,2021-08-25,4496.18994140625,BUY,57.0,0.95,sentiment_neutral,False,0.8698701858520508,0.6422932489564074,low,0.046231500804424286,33.4,0.8689577458007136,True,0.4953059151064067
bull_2021,2021-08-30,4528.7900390625,BUY,57.0,0.95,sentiment_neutral,False,0.7453203201293945,0.5238104241158947,low,-0.011722421273589134,43.8,-0.7871904777855931,False,-0.44869857233778804
bull_2021,2021-09-02,4536.9501953125,HOLD,0.0,0.5,conflicting,True,0.48296451568603516,0.37225338682805165,low,-0.425523042678833,29.6,-2.091398958348556,False,-0.0
bull_2021,2021-09-08,4514.06982421875,BUY,57.0,0.95,sentiment_neutral,False,0.5164384841918945,0.38849191025742363,low,-0.040302615612745285,27.4,-1.8124793822650531,False,-1.0331132478910803
bull_2021,2021-09-13,4468.72998046875,BUY,57.0,0.95,aligned,False,1.0371208190917969,0.7221498247408956,low,0.794707715511322,25.8,-1.6491075893451779,False,-0.9399913259267513
bull_2021,2021-09-16,4473.75,HOLD,0.0,0.5,conflicting,True,0.8122444152832031,0.6113603603624045,low,-0.6237949132919312,20.2,-0.687243217539546,False,-0.0
bull_2021,2021-09-21,4354.18994140625,HOLD,0.0,0.5,conflicting,True,0.8219242095947266,0.5152027902636782,normal,-0.7631257176399231,12.8,-1.0771601863293512,False,-0.0
bull_2021,2021-09-24,4455.47998046875,HOLD,0.0,0.5,sentiment_neutral,False,0.28117895126342773,0.1521774724175129,normal,-0.1869059056043625,8.2,-2.4943292705520648,False,-0.0
bull_2021,2021-09-29,4359.4599609375,BUY,45.4,0.757,sentiment_neutral,False,0.4987478256225586,0.23760403115963621,normal,-0.1495794951915741,8.4,0.7286196590545302,True,0.33079332521075666
