date,close,directive,position_pct,conviction,agreement,trap_flagged,forecast_7d_pct,signal_to_noise,volatility_regime,sentiment,fear_greed,realised_7d_pct,forecast_correct,strategy_return_pct
2023-05-19,4191.97998046875,HOLD,0.0,0.5,sentiment_neutral,False,0.27991533279418945,0.11521412753887789,low,-0.026597660034894943,50.368385800401875,-0.2902576811683488,False,-0.0
2023-05-24,4115.240234375,HOLD,0.0,0.5,sentiment_neutral,False,0.2941608428955078,0.12458105994764208,low,-0.17467911541461945,29.537843268586737,3.7803817940407214,True,0.0
2023-05-30,4205.52001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.2773284912109375,0.12572508921251946,low,0.13648122549057007,77.69591426657736,2.0804485714043253,True,0.0
2023-06-02,4282.3701171875,HOLD,0.0,0.5,sentiment_neutral,False,0.2803802490234375,0.1286883951441649,low,0.058353763073682785,68.31882116543872,2.002976315501037,True,0.0
2023-06-07,4267.52001953125,HOLD,0.0,0.5,conflicting,True,0.1290440559387207,0.06610966315956825,low,-0.382976233959198,10.314802411252511,3.274881234420235,True,0.0
2023-06-12,4338.93017578125,HOLD,0.0,0.5,sentiment_neutral,False,0.12122392654418945,0.06111598946431,low,0.06221300736069679,68.98861352980576,0.9852354917047279,True,0.0
2023-06-15,4425.83984375,HOLD,0.0,0.5,sentiment_neutral,False,0.02605915069580078,0.01351802737605691,low,0.15384028851985931,79.90622906898861,-1.0774375178030482,False,-0.0
2023-06-21,4365.68994140625,HOLD,0.0,0.5,sentiment_neutral,False,-0.012785196304321289,0.006368958655570431,low,-0.06701306998729706,44.34025452109846,1.9213220479867843,False,0.0
2023-06-26,4328.81982421875,HOLD,0.0,0.5,conflicting,True,0.014495849609375,0.007858292287207719,low,-0.2980916500091553,16.275954454119223,1.8940186331333209,True,0.0
2023-06-29,4396.43994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.08320808410644531,0.04764562922981128,low,0.10115274041891098,74.01205626255862,0.9692533894199329,True,0.0
2023-07-05,4446.81982421875,BUY,40.1,0.668,sentiment_neutral,False,0.302886962890625,0.18567890278823598,low,-0.13181783258914948,35.69993302076357,1.3091904665362364,True,0.5249853770810308
2023-07-10,4409.52978515625,BUY,47.7,0.795,sentiment_neutral,False,0.4416346549987793,0.25972047245240776,low,0.05780415236949921,67.98392498325519,3.480821136944634,True,1.6603516823225906
2023-07-13,4510.0400390625,BUY,50.5,0.842,aligned,False,0.34372806549072266,0.19955192082821047,low,0.4576287269592285,97.52176825184193,0.9840492261405487,True,0.4969448592009771
2023-07-18,4554.97998046875,BUY,51.4,0.857,sentiment_neutral,False,0.47752857208251953,0.2955445374668625,low,0.21307426691055298,85.06363027461487,-0.38647365155703994,False,-0.19864745690031854
2023-07-21,4536.33984375,BUY,42.2,0.704,sentiment_neutral,False,0.32874345779418945,0.20634467638190185,low,-0.22560091316699982,22.973878097789687,0.8864279978160639,True,0.37407261507837897
2023-07-26,4566.75,HOLD,0.0,0.5,sentiment_neutral,False,-0.07249712944030762,0.05478512366391431,low,-0.06402433663606644,44.74212993971869,-1.9618622578443379,True,-0.0
2023-07-31,4588.9599609375,HOLD,0.0,0.5,conflicting,True,-0.06553530693054199,0.048848627362737526,low,0.29295268654823303,91.02478231748158,-2.6777446007496764,True,-0.0
2023-08-03,4501.89013671875,HOLD,0.0,0.5,conflicting,True,0.042307376861572266,0.027248100302748005,low,-0.4938960075378418,5.090421969189551,-0.27069521099161165,False,-0.0
2023-08-08,4499.3798828125,HOLD,0.0,0.5,sentiment_neutral,False,-0.07859468460083008,0.047810316812601755,low,-0.24759791791439056,20.361687876758204,-2.909422916702553,True,-0.0
2023-08-11,4464.0498046875,HOLD,0.0,0.5,aligned,False,-0.18788576126098633,0.12024570054655938,low,-0.3419950306415558,12.793034159410583,-1.728544175753477,True,-0.0
2023-08-16,4404.330078125,HOLD,0.0,0.5,sentiment_neutral,False,0.14761686325073242,0.08839810364048682,low,-0.22466087341308594,23.308774279973207,0.03132523388469366,True,0.0
2023-08-21,4399.77001953125,BUY,40.1,0.668,sentiment_neutral,False,0.31931400299072266,0.18524174854507464,low,-0.07102328538894653,43.40254521098459,2.5824148227979293,True,1.0355483439419697
2023-08-24,4376.31005859375,HOLD,0.0,0.5,conflicting,True,0.3973960876464844,0.2007604744692432,normal,-0.2794153094291687,17.615539182853315,2.716680451753817,True,0.0
2023-08-29,4497.6298828125,BUY,42.8,0.713,sentiment_neutral,False,0.4638195037841797,0.21201100617834262,normal,0.02663920819759369,62.022772940388485,-0.8964685393918259,False,-0.3836885348597015
2023-09-01,4515.77001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.35151243209838867,0.17443575011001972,normal,-0.1894383430480957,27.796383121232417,-1.076019477362422,False,-0.0
2023-09-07,4451.14013671875,HOLD,0.0,0.5,conflicting,True,0.16100406646728516,0.08250929635293058,normal,-0.4206487536430359,8.171466845277964,0.053671804027111136,True,0.0
2023-09-12,4461.89990234375,HOLD,0.0,0.5,sentiment_neutral,False,-0.07022619247436523,0.03524232815010488,normal,-0.21046026051044464,24.983255190890823,-3.0007120383430674,True,-0.0
2023-09-15,4450.31982421875,HOLD,0.0,0.5,sentiment_neutral,False,-0.06765127182006836,0.034686447928581596,normal,-0.06727146357297897,44.07233757535164,-4.0535830873356105,True,-0.0
2023-09-20,4402.2001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.1965641975402832,0.09818455229611855,normal,0.06826552003622055,70.06028131279304,-2.6272421732700835,False,-0.0
2023-09-25,4337.43994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.3131866455078125,0.16139798875548783,normal,0.0033920302521437407,57.669122572002685,-1.7135244064725441,False,-0.0
2023-09-28,4299.7001953125,HOLD,0.0,0.5,conflicting,True,0.13290643692016602,0.07263321646750176,low,-0.26175594329833984,19.42397856664434,0.8328585568596836,True,0.0
2023-10-03,4229.4501953125,HOLD,0.0,0.5,conflicting,True,0.729072093963623,0.3769094007588432,normal,-0.35737431049346924,11.721366376423308,2.8014147333607298,True,0.0
2023-10-06,4308.5,BUY,42.6,0.71,sentiment_neutral,False,0.45806169509887695,0.21017346329557468,normal,-0.09044922888278961,40.5224380442063,1.4905235541739614,True,0.6349630340781075
2023-10-11,4376.9501953125,HOLD,0.0,0.5,sentiment_neutral,False,0.018012523651123047,0.008131475958474297,normal,-0.04808153584599495,47.55525787006028,-3.5531717953094955,False,-0.0
2023-10-16,4373.6298828125,HOLD,0.0,0.5,sentiment_neutral,False,0.15780925750732422,0.07234823346335187,normal,0.08091616630554199,71.46684527796383,-4.36637428578539,False,-0.0
2023-10-19,4278.0,HOLD,0.0,0.5,sentiment_neutral,False,0.23554563522338867,0.1125948298961656,normal,-0.1376837193965912,34.89618218352311,-2.6332497883119643,False,-0.0
2023-10-24,4247.68017578125,HOLD,0.0,0.5,sentiment_neutral,False,0.22433996200561523,0.10818187555623952,normal,-0.23272021114826202,22.237106496985934,1.636833860480813,True,0.0
2023-10-27,4117.3701171875,HOLD,0.0,0.5,conflicting,True,0.22696256637573242,0.09929525359146864,normal,-0.5332947373390198,3.884795713328868,6.14641277166168,True,0.0
2023-11-01,4237.85986328125,HOLD,0.0,0.5,sentiment_neutral,False,0.15952587127685547,0.06707370778366319,normal,-0.16824665665626526,30.60951105157401,4.1003853208573915,True,0.0
2023-11-06,4365.97998046875,HOLD,0.0,0.5,sentiment_neutral,False,0.07742643356323242,0.03010665073568664,normal,-0.05298168212175369,46.75150703281983,3.08744932468894,True,0.0
2023-11-09,4347.35009765625,HOLD,0.0,0.5,sentiment_neutral,False,0.2350926399230957,0.09159902657524586,normal,-0.17096710205078125,30.14065639651708,4.49847306395128,True,0.0
2023-11-14,4495.7001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.2537965774536133,0.08891895672886857,normal,0.03990088030695915,64.63496316141996,1.4056414107734838,True,0.0
2023-11-17,4514.02001953125,HOLD,0.0,0.5,sentiment_neutral,False,0.23773908615112305,0.09731863141250785,normal,-0.048946671187877655,47.28734092431346,0.8066601162045828,True,0.0
2023-11-22,4556.6201171875,HOLD,0.0,0.5,sentiment_neutral,False,0.23053884506225586,0.10564214470136668,normal,0.2111857384443283,84.72873409243135,0.28838703607085847,True,0.0
2023-11-28,4554.89013671875,HOLD,0.0,0.5,conflicting,True,0.1016378402709961,0.05426469331081134,normal,-0.29031410813331604,16.67782987273945,0.6717332685855837,True,0.0
2023-12-01,4594.6298828125,HOLD,0.0,0.5,sentiment_neutral,False,-0.09046792984008789,0.056130189321312335,low,0.03867010027170181,64.43402545210985,1.062329957209407,False,0.0
2023-12-06,4549.33984375,HOLD,0.0,0.5,sentiment_neutral,False,-0.11293292045593262,0.06699073957417265,low,-0.05972137674689293,45.34494306764903,3.6655029134525563,False,0.0
2023-12-11,4622.43994140625,HOLD,0.0,0.5,sentiment_neutral,False,0.10198354721069336,0.073148237434972,low,0.2196967601776123,85.73342263898192,1.6288712504332281,True,0.0
2023-12-14,4719.5498046875,BUY,45.6,0.76,sentiment_neutral,False,0.28061866760253906,0.23908507084209676,low,0.1116003692150116,75.2176825184193,1.1628201855476306,True,0.5302460046097196
2023-12-19,4768.3701171875,BUY,52.4,0.874,sentiment_neutral,False,0.3565073013305664,0.3057091878823396,low,0.15549510717391968,80.24112525117214,0.03061292317205755,True,0.016041171742158158
2023-12-22,4754.6298828125,HOLD,0.0,0.5,sentiment_neutral,False,0.23521184921264648,0.14651699976337867,low,-0.1286628693342209,36.2357669122572,-1.3967725053243285,False,-0.0
2023-12-28,4783.35009765625,HOLD,0.0,0.5,aligned,False,0.2559781074523926,0.16203877797127367,low,0.2913609743118286,90.82384460817147,-0.5629054603502937,False,-0.0
2024-01-03,4704.81005859375,HOLD,0.0,0.5,conflicting,True,0.2929568290710449,0.17210705817296035,normal,-0.25564122200012207,19.82585398526457,1.665609512672006,True,0.0
2024-01-08,4763.5400390625,HOLD,0.0,0.5,aligned,False,0.29467344284057617,0.16279628654642725,normal,0.26462942361831665,88.81446751507033,0.3646070117028444,True,0.0
2024-01-11,4780.240234375,HOLD,0.0,0.5,sentiment_neutral,False,0.2624988555908203,0.14405697451705396,normal,-0.1682870090007782,30.54253181513731,1.749370891635671,True,0.0
2024-01-17,4739.2099609375,HOLD,0.0,0.5,sentiment_neutral,False,0.2673149108886719,0.1559227155691859,normal,-0.11691691726446152,37.7093101138647,3.1520244842557332,True,0.0
2024-01-22,4850.43017578125,BUY,50.5,0.842,aligned,False,0.32199621200561523,0.19966626525763273,low,0.3306981325149536,92.96718017414601,-0.0986021935931447,False,-0.049794107764538076
2024-01-25,4894.16015625,BUY,42.2,0.704,sentiment_neutral,False,0.31641721725463867,0.2065118052133153,low,0.09685195237398148,73.54320160750167,0.9891317739505467,True,0.4174136086071308
2024-01-30,4924.97021484375,HOLD,0.0,0.5,sentiment_neutral,False,0.18182992935180664,0.1162745894871489,low,-0.11169398576021194,38.379102478231744,1.4701629452513743,True,0.0
2024-02-02,4958.60986328125,HOLD,0.0,0.5,sentiment_neutral,False,0.08813142776489258,0.046374798865911795,normal,0.1848292350769043,83.05425318151373,-0.10976720771385118,False,-0.0
2024-02-07,4995.06005859375,HOLD,0.0,0.5,sentiment_neutral,False,0.08646249771118164,0.04753237210831137,normal,-0.009738193824887276,53.44943067649028,0.21018215086847647,True,0.0
2024-02-12,5021.83984375,HOLD,0.0,0.5,sentiment_neutral,False,0.10428428649902344,0.057236190768117694,normal,0.05215147137641907,66.7782987273945,1.2897751678140779,True,0.0
2024-02-15,5029.72998046875,HOLD,0.0,0.5,sentiment_neutral,False,0.12511014938354492,0.06266610699947069,normal,-0.05932721868157387,45.411922304085735,0.9586663440282805,True,0.0
2024-02-21,4981.7998046875,HOLD,0.0,0.5,sentiment_neutral,False,0.052797794342041016,0.0264664769339871,normal,0.05437026917934418,67.31413261888815,3.0693607555033253,True,0.0
